docid,sentence,category
2,"41 Grey Street made by Dwarka Nath under the terms of his will was a. partial dedication, and that his sons Rajendra and jogendra and his widow Golap Sundari, who were appointed sevayats of the idol were competent to deal with premises",2
2,No. 41,1
2,"Grey Street after making the due provision for the idol as they purported to do by the terms of settlement, dated the 24th November, 1910",2
2,"It was further contended that Nagendra, by virtue of the award dated the 12th October, 1920, claimed to be absolutely entitled to the premises",2
2,Grey Street and that his possession of the said premises thereafter became adverse which adverse possession continued for upwards of 12 years extinguishing the right of the idol to the said premises,2
2,The first contention of the appellants is clearly untenable on the very language of the will of Dwarka Nath,1
2,Cl,1
2,"3 of the said will provided ""With a view to provide a permanent habitation for the said deity, I do by means of this will, dedicate the aforesaid immovable property the said house",1
2,No. 41 Grey Street together with land thereunder to the said Sri Sri Issur Sridhar Jew,1
2,"With a view to provide for the expenses of his daily (and) periodical Sheba and festivals, etc",1
2,The 3 1/2 Cattahs (three and half Cattahs) of rent free land more or less that I have on that very,1
2,Grey Street No. 40/1,1
2,his also I dedicate to the Sheba of the said Sri Sri Sridhar Jew Salagram Sila Thakur,1
2,On my demise none of my heirs and representatives shall ever be competent to take the income of the said land No. 40/1 and spend (the same)for household expenses,1
2,"If there be any surplus left after defraying the Debsheba expenses the same shall be credited to the said Sridhar Jew Thakur's fund and with the amount so deposited repairs, etc; from time to time will be effected to the said house",1
2,No. 41 with a view to preserve it and the taxes etc,1
2,in respect of the said two properties will be paid.,1
2,"For the purpose of the carrying on the daily (and) periodical sheba and the festivals, etc",1
2,"of the said Sri Issur Sridhar Jew Salagram Sila Thakur my said ,second wife Srimati Golap Moni Dasi, and 1st Sriman Rajendara Nath and 2nd, Sriman Jogendra Nath Ghose born of the womb of my first wife on living in the said house",1
2,No. 41 Grey Street dedicated by me shall properly and agreeably to each other perform the sheba,1
2,etc,1
2,"of the said Sri Sri Issur Sridhar Jew Salagram Sila Thakur and on the death of my said two sons their representatives, successors and heirs shall successively perform the sheba in the aforesaid manner and the executors appointed by this will of mine having got the said two properties registered in the Calcutta Municipality in the name of the said Sri Sri Issur Sridhar Jew Thakur shall pay the municipal taxes, etc",1
2,and shall take the municipal bills in his name,1
2,"None of my representatives heirs, successors, executors, administrators or assigns shall have any manner of interest in or right to the said two debutter properties and no one shall ever be competent to give away or effect sale, mortgage or in respect of the said two properties nor shall the said two properties, be sold on account of the debts of any one",1
2,"t is quite true,that a dedication may be either absolute or partial",1
2,"The property may be given out and out to the idol, or it may be subjected to a charge in favour of the idol",1
2,"The question whether the idol itself shall be considered the true beneficiary, subject to a charge in favour of the heirs or specified relatives of the testator for their upkeep, or that, on the other hand, these heirs shall be considered the true beneficiaries of the property, subject to a charge for the upkeep, worship and expenses of the idol, is a question which can only be settled by a conspectus of the entire provisions of the will"": Pande Har Narayan v. Surja Kunwari, [1921] L. R. 48 I. A. 143, 145, 146 1921 Indlaw PC 56",5
